transaction_id,shipment_id,payment_date,revenue_usd,cost_usd,payment_method,payment_status,profit_usd
TX000028,SHP081532,26:39.0,1446.393934,1496.015502,Bank Transfer,Completed,-49.62
TX000029,SHP008541,09:31.7,542.9285933,319.5919602,Cash,Completed,223.34
TX000030,SHP087671,35:37.9,2185.818592,486.8315966,Bank Transfer,Completed,1698.99
TX000031,SHP064696,31:32.6,183.9283675,1595.729357,Cash,Pending,-1411.8
TX000032,SHP053919,13:24.9,1288.856539,1226.720256,Cash,Pending,62.14
TX000033,SHP087626,00:36.5,941.5798549,242.5566964,Cash,Completed,699.02
TX000034,SHP059496,35:49.3,344.7262164,1760.419678,Cash,Pending,-1415.69
TX000035,SHP074007,34:19.5,127.6642995,1664.113022,Bank Transfer,Completed,-1536.45
TX000036,SHP063100,59:34.2,797.1027696,1111.761463,Cash,Completed,-314.66
TX000037,SHP025278,25:10.8,1394.433031,1078.421566,Bank Transfer,Completed,316.01
TX000038,SHP052533,44:05.8,997.44658,159.1437912,Cash,Completed,838.3
TX000039,SHP020557,08:50.9,649.0522579,925.7540057,Credit Card,Completed,-276.7
TX000040,SHP048604,23:04.0,2285.321028,574.0860467,Bank Transfer,Completed,1711.23
TX000041,SHP069481,36:37.0,819.7593674,807.1624634,Cash,Completed,12.6
TX000042,SHP044155,18:10.1,2179.533318,1394.6623,Credit Card,Pending,784.87
TX000043,SHP071766,32:22.2,1206.959592,401.8883461,Cash,Completed,805.07
TX000044,SHP016920,20:01.0,1759.661874,1809.79615,Bank Transfer,Completed,-50.13
TX000045,SHP007685,15:11.4,735.0660762,1624.119865,Bank Transfer,Completed,-889.05
TX000046,SHP061262,58:07.7,1871.437863,1993.628049,Bank Transfer,Completed,-122.19
TX000047,SHP025947,09:13.4,2442.128118,1373.318585,Credit Card,Completed,1068.81
TX000048,SHP086142,43:16.3,1212.804031,515.7614141,Bank Transfer,Completed,697.04
TX000049,SHP081740,51:30.8,619.634923,1857.691561,Cash,Completed,-1238.06
TX000050,SHP023830,48:20.2,2227.661035,235.0952957,Cash,Pending,1992.57
TX000051,SHP027783,41:40.3,2182.135985,1907.441041,Bank Transfer,Completed,274.69
TX000052,SHP083104,53:08.5,2741.334613,534.2433879,Bank Transfer,Completed,2207.09
TX000053,SHP027835,41:06.7,154.822814,1254.086313,Bank Transfer,Pending,-1099.26
TX000054,SHP059126,55:55.9,2162.239374,1582.542095,Bank Transfer,Completed,579.7
TX000055,SHP014215,24:04.2,732.4838665,317.1314566,Bank Transfer,Completed,415.35
TX000056,SHP094149,50:48.6,844.6714916,844.0123631,Bank Transfer,Completed,0.66
TX000057,SHP093929,00:36.4,1329.661421,555.0594309,Bank Transfer,Completed,774.6
TX000058,SHP039892,16:20.7,520.5239708,1935.558839,Cash,Pending,-1415.03
TX000059,SHP032771,05:31.7,2298.567909,792.1996419,Credit Card,Completed,1506.37
TX000060,SHP057224,12:43.3,745.5631169,126.1799402,Cash,Completed,619.38
TX000061,SHP069967,48:20.7,2037.151952,339.1200339,Credit Card,Completed,1698.03
TX000062,SHP036973,36:19.3,930.2526501,1081.193684,Bank Transfer,Completed,-150.94
TX000063,SHP028859,28:30.8,1867.242497,1484.303172,Credit Card,Completed,382.94
TX000064,SHP012795,29:44.4,2607.051926,825.7419375,Cash,Completed,1781.31
TX000065,SHP027277,11:46.2,2879.955933,165.1032147,Bank Transfer,Completed,2714.85
TX000066,SHP079395,53:35.5,1891.722695,994.6930872,Bank Transfer,Completed,897.03
TX000067,SHP015218,19:33.6,1733.334601,1696.981225,Bank Transfer,Completed,36.35
TX000068,SHP086442,45:15.1,670.4972494,304.564773,Cash,Completed,365.93
TX000069,SHP050526,17:49.9,504.8902526,311.0629137,Bank Transfer,Completed,193.83
TX000070,SHP059457,57:56.1,134.1738786,816.4139077,Credit Card,Completed,-682.24
TX000071,SHP041168,50:20.7,1077.65254,1602.092578,Cash,Completed,-524.44
TX000072,SHP092574,56:49.0,921.3103447,661.6716659,Cash,Completed,259.64
TX000073,SHP035006,43:53.0,2200.544983,1432.325733,Bank Transfer,Completed,768.22
TX000074,SHP037031,14:48.8,2640.406976,1931.578957,Cash,Completed,708.83
TX000075,SHP062401,07:03.7,1068.013488,445.2154688,Bank Transfer,Completed,622.8
TX000076,SHP078286,35:51.6,918.2621145,1722.143071,Credit Card,Completed,-803.88
TX000077,SHP075518,55:14.0,2723.306527,1639.062741,Bank Transfer,Completed,1084.24
TX000078,SHP004831,15:32.2,1299.644227,973.5945938,Cash,Completed,326.05
TX000079,SHP000770,58:08.1,1273.284525,1524.905102,Credit Card,Completed,-251.62
TX000080,SHP087244,14:39.6,257.7222499,519.8510154,Cash,Completed,-262.13
TX000081,SHP005116,17:22.3,1188.180043,1004.534188,Bank Transfer,Completed,183.65
TX000082,SHP064092,10:40.4,389.5806946,1367.608457,Bank Transfer,Failed,-978.03
TX000083,SHP089753,04:58.5,433.9679905,1978.382814,Bank Transfer,Completed,-1544.41
TX000084,SHP062289,35:25.8,1594.173953,898.3215716,Bank Transfer,Completed,695.85
TX000085,SHP067997,52:12.5,2400.226451,893.1704065,Cash,Completed,1507.06
TX000086,SHP085439,09:44.7,2929.498055,1772.124232,Cash,Pending,1157.37
TX000087,SHP089466,24:59.7,2187.77182,790.8268546,Bank Transfer,Completed,1396.94
TX000088,SHP056374,05:45.0,580.4718394,227.6498626,Cash,Failed,352.82
TX000089,SHP011770,21:20.8,2780.965286,1374.380698,Bank Transfer,Completed,1406.58
TX000090,SHP066240,11:04.0,148.3265672,1809.700548,Bank Transfer,Completed,-1661.37
TX000091,SHP088270,57:33.6,2695.539378,1190.09586,Cash,Completed,1505.44
TX000092,SHP035873,13:39.3,1978.886291,581.0111243,Bank Transfer,Completed,1397.88
TX000093,SHP049201,51:35.5,1986.185786,1979.486475,Cash,Pending,6.7
TX000094,SHP071407,08:03.0,1614.248318,649.3272223,Cash,Completed,964.92
TX000095,SHP025341,10:32.5,1315.764788,734.549781,Cash,Completed,581.22
TX000096,SHP054468,06:33.9,599.8655103,1200.320504,Bank Transfer,Completed,-600.45
TX000097,SHP071974,56:09.2,600.7173057,956.967109,Bank Transfer,Completed,-356.25
TX000098,SHP015810,20:10.6,2335.916791,68.9713989,Credit Card,Completed,2266.95
TX000099,SHP093049,48:22.8,1189.245571,1057.049162,Bank Transfer,Completed,132.2
TX000100,SHP027602,24:22.4,2099.465599,489.7880671,Bank Transfer,Completed,1609.68
TX000101,SHP007193,28:19.2,2497.361601,252.0955812,Bank Transfer,Pending,2245.27
TX000102,SHP094817,12:15.2,2281.775547,1405.614481,Credit Card,Completed,876.16
TX000103,SHP088850,29:48.0,599.7501688,1561.604701,Cash,Completed,-961.85
TX000104,SHP021508,20:09.6,2508.554157,792.032159,Cash,Pending,1716.52
TX000105,SHP008522,33:04.2,1078.231554,199.5265462,Cash,Completed,878.71
TX000106,SHP029780,02:07.9,1304.236658,926.7463611,Bank Transfer,Completed,377.49
TX000107,SHP026280,39:01.0,1060.075477,340.0581123,Credit Card,Pending,720.02
TX000108,SHP024450,20:11.8,1465.091492,632.3296508,Bank Transfer,Completed,832.76
TX000109,SHP023555,43:59.3,2972.538891,299.8739411,Credit Card,Completed,2672.66
TX000110,SHP056724,26:52.2,2158.600018,878.831934,Cash,Completed,1279.77
TX000111,SHP014252,57:24.0,685.4352844,612.5515161,Bank Transfer,Completed,72.88
TX000112,SHP071341,18:54.0,888.742955,1333.219806,Bank Transfer,Completed,-444.48
TX000113,SHP008073,46:26.4,2514.780301,133.6992345,Bank Transfer,Completed,2381.08
TX000114,SHP052779,03:14.2,2778.38441,835.1907513,Credit Card,Failed,1943.19
TX000115,SHP039199,24:08.6,1832.448182,1435.145131,Bank Transfer,Pending,397.3
TX000116,SHP078619,15:17.6,501.2234594,590.3258237,Bank Transfer,Completed,-89.1
TX000117,SHP091014,01:12.6,432.7865512,1918.242011,Credit Card,Completed,-1485.46
TX000118,SHP094997,00:44.0,604.8880825,469.6285054,Bank Transfer,Completed,135.26
TX000119,SHP026602,38:56.5,2344.275105,1266.550147,Bank Transfer,Completed,1077.72
TX000120,SHP073950,56:30.5,2996.147673,1262.996023,Bank Transfer,Failed,1733.15
TX000121,SHP084671,00:20.7,1768.049962,1170.925411,Credit Card,Pending,597.12
TX000122,SHP083416,11:12.4,2225.170493,1732.976669,Bank Transfer,Completed,492.19
TX000123,SHP058192,45:39.9,1420.839468,510.785992,Bank Transfer,Pending,910.05
TX000124,SHP072136,30:10.7,435.7253188,539.0174108,Bank Transfer,Completed,-103.29
TX000125,SHP064981,29:19.1,1693.664582,386.2556138,Credit Card,Completed,1307.41
TX000126,SHP075976,20:45.1,2403.631541,874.7061123,Bank Transfer,Completed,1528.93
TX000127,SHP044779,54:40.5,2150.768465,1778.311972,Credit Card,Pending,372.46
TX000128,SHP000320,24:53.5,1941.962276,264.9573981,Bank Transfer,Pending,1677
TX000129,SHP008582,29:00.7,2294.669509,452.693026,Credit Card,Completed,1841.98
TX000130,SHP039277,02:00.2,2790.339037,64.32330269,Bank Transfer,Completed,2726.02
TX000131,SHP046556,53:08.2,442.6070757,1472.259454,Bank Transfer,Completed,-1029.65
TX000132,SHP058083,27:51.1,2140.639291,530.2065561,Credit Card,Completed,1610.43
TX000133,SHP062417,15:15.9,1756.234741,1220.838565,Bank Transfer,Completed,535.4
TX000134,SHP059750,38:50.3,1574.032442,297.9153705,Credit Card,Completed,1276.12
TX000135,SHP014547,25:47.7,1056.694083,1896.961725,Bank Transfer,Completed,-840.27
TX000136,SHP061279,30:27.3,2870.815806,1802.14229,Cash,Completed,1068.67
TX000137,SHP071501,38:02.0,2651.417879,1409.444452,Credit Card,Completed,1241.97
TX000138,SHP064613,49:25.2,1149.070277,1981.510132,Bank Transfer,Completed,-832.44
TX000139,SHP062768,19:58.1,318.632136,1938.050674,Bank Transfer,Completed,-1619.42
TX000140,SHP058774,49:07.8,2412.715079,1481.994539,Bank Transfer,Completed,930.72
TX000141,SHP043854,14:20.1,1908.120026,1214.301139,Bank Transfer,Pending,693.82
TX000142,SHP005573,34:00.8,699.6347842,1840.681435,Cash,Pending,-1141.05
TX000143,SHP066420,08:55.2,127.5773365,1327.575738,Bank Transfer,Completed,-1200
TX000144,SHP079915,07:28.7,2526.248228,939.6562583,Bank Transfer,Completed,1586.59
TX000145,SHP075419,58:07.8,835.9303177,346.9319171,Bank Transfer,Completed,489
TX000146,SHP097266,15:17.2,1482.460133,1076.409783,Cash,Completed,406.05
TX000147,SHP095620,13:10.5,2062.179452,208.2738131,Credit Card,Completed,1853.91
TX000148,SHP004371,31:54.4,2162.165229,252.581247,Bank Transfer,Completed,1909.58
TX000149,SHP004329,06:50.0,283.2490486,966.8418942,Cash,Pending,-683.59
TX000150,SHP028880,18:36.8,1998.4643,1478.568833,Bank Transfer,Pending,519.9
TX000151,SHP048880,18:42.6,2880.001824,1803.740491,Bank Transfer,Completed,1076.26
TX000152,SHP069572,42:55.4,457.4491235,882.2294045,Bank Transfer,Completed,-424.78
TX000153,SHP049660,23:39.2,2617.830992,1745.611222,Bank Transfer,Completed,872.22
TX000154,SHP061331,18:30.0,2747.865783,70.10123992,Cash,Completed,2677.76
TX000155,SHP054888,31:19.9,2296.370805,1823.549462,Cash,Completed,472.82
TX000156,SHP097021,07:52.4,2145.089562,1276.087194,Cash,Completed,869
TX000157,SHP046643,25:08.3,2640.821732,511.1127531,Cash,Failed,2129.71
TX000158,SHP073734,08:58.9,1493.957918,921.8777674,Bank Transfer,Completed,572.08
TX000159,SHP070414,00:21.8,883.8406183,462.3865188,Bank Transfer,Completed,421.45
TX000160,SHP033705,18:12.3,144.6353029,1671.734193,Cash,Completed,-1527.1
TX000161,SHP082486,35:04.2,1622.95651,1197.653711,Cash,Pending,425.3
TX000162,SHP043851,21:19.1,1415.282595,1537.693879,Bank Transfer,Completed,-122.41
TX000163,SHP035415,57:00.0,1962.819386,175.2292595,Bank Transfer,Completed,1787.59
TX000164,SHP060231,21:22.2,1900.89878,252.3655725,Bank Transfer,Completed,1648.53
TX000165,SHP078297,39:10.5,2391.107254,1703.087272,Bank Transfer,Completed,688.02
TX000166,SHP026719,00:17.5,260.8596888,661.8020352,Credit Card,Pending,-400.94
TX000167,SHP020795,42:52.5,2703.826359,1551.568833,Cash,Completed,1152.26
TX000168,SHP033888,01:56.4,1574.749304,1186.834488,Credit Card,Completed,387.91
TX000169,SHP022578,06:51.9,2867.485038,1246.55758,Bank Transfer,Completed,1620.93
TX000170,SHP073179,00:28.9,2452.817914,417.1042805,Credit Card,Completed,2035.71
TX000171,SHP047909,29:08.1,1460.286637,334.6832863,Bank Transfer,Completed,1125.6
TX000172,SHP059799,57:07.4,2061.061996,1924.977645,Cash,Completed,136.08
TX000173,SHP084154,35:44.0,805.3678954,123.828151,Bank Transfer,Pending,681.54
TX000174,SHP005668,18:38.7,1121.395971,204.0716529,Credit Card,Completed,917.32
TX000175,SHP083810,02:33.6,1049.352755,754.470575,Bank Transfer,Pending,294.88
TX000176,SHP070370,41:09.0,671.0841808,1826.706872,Bank Transfer,Completed,-1155.62
TX000177,SHP071696,36:26.1,278.6828356,1772.373329,Bank Transfer,Completed,-1493.69
TX000178,SHP089760,12:32.6,700.9468276,1819.136263,Credit Card,Completed,-1118.19
TX000179,SHP068777,45:20.9,2422.914355,1452.84485,Credit Card,Completed,970.07
TX000180,SHP037602,29:11.9,2497.60376,821.8343109,Bank Transfer,Completed,1675.77
TX000181,SHP001919,22:31.5,1694.769022,1861.53344,Cash,Completed,-166.76
TX000182,SHP034443,10:56.0,2607.213653,1652.675545,Cash,Completed,954.54
TX000183,SHP014386,36:22.7,2951.166996,618.9662175,Bank Transfer,Completed,2332.2
TX000184,SHP033288,22:53.7,2553.484761,846.7154322,Bank Transfer,Failed,1706.77
TX000185,SHP034264,46:13.5,1330.166615,524.80154,Cash,Failed,805.37
TX000186,SHP068403,31:25.3,1050.928789,299.4740784,Cash,Pending,751.45
TX000187,SHP092741,08:34.2,1009.722082,118.0679151,Bank Transfer,Completed,891.65
TX000188,SHP001014,28:51.2,2577.972642,1288.631601,Bank Transfer,Completed,1289.34
TX000189,SHP054920,22:28.6,2647.58133,614.1953303,Bank Transfer,Completed,2033.39
TX000190,SHP008559,44:17.2,2905.917813,262.4555734,Bank Transfer,Pending,2643.46
TX000191,SHP050318,11:20.2,221.0095481,95.92427734,Cash,Completed,125.09
TX000192,SHP028965,55:04.7,849.2160272,1880.473628,Credit Card,Completed,-1031.26
TX000193,SHP026486,40:53.2,2784.20662,275.8828691,Credit Card,Completed,2508.32
TX000194,SHP048951,14:44.7,1796.701916,1632.16823,Cash,Completed,164.53
TX000195,SHP087255,30:01.5,2945.142431,1700.038722,Bank Transfer,Failed,1245.1
TX000196,SHP034424,19:44.5,2390.164413,642.5071785,Cash,Failed,1747.66
TX000197,SHP057199,12:57.7,1705.237922,78.03041418,Bank Transfer,Completed,1627.21
TX000198,SHP000952,26:57.6,742.7026174,877.3664738,Bank Transfer,Failed,-134.66
TX000199,SHP059992,03:23.2,1563.191799,1636.568468,Cash,Completed,-73.38
TX000200,SHP022315,04:30.7,2186.241537,1162.440573,Credit Card,Completed,1023.8
TX000201,SHP075285,56:14.1,2723.23632,1344.034067,Bank Transfer,Completed,1379.2
TX000202,SHP009914,56:40.7,2128.398755,1565.916796,Bank Transfer,Completed,562.48
TX000203,SHP071374,34:24.4,1715.577478,711.9381092,Credit Card,Completed,1003.64
TX000204,SHP015101,41:59.8,2757.591513,1238.968474,Cash,Completed,1518.62
TX000205,SHP011607,33:11.6,1619.138028,1433.322325,Bank Transfer,Completed,185.82
TX000206,SHP083724,32:05.4,104.2174496,1626.604722,Bank Transfer,Completed,-1522.39
TX000207,SHP017169,35:23.3,2724.592723,421.8646331,Cash,Completed,2302.73
TX000208,SHP045094,37:12.9,2541.394996,1518.579086,Bank Transfer,Pending,1022.82
TX000209,SHP063957,06:40.7,1715.572929,417.3575704,Bank Transfer,Completed,1298.22
TX000210,SHP016058,22:42.9,1527.37524,455.3008253,Bank Transfer,Completed,1072.07
TX000211,SHP006621,46:43.9,572.0855662,1347.393185,Bank Transfer,Completed,-775.31
TX000212,SHP058924,26:37.1,2114.466564,1339.86055,Cash,Completed,774.61
TX000213,SHP063638,25:06.7,2224.086849,1028.901412,Cash,Completed,1195.19
TX000214,SHP066302,40:02.2,2437.997227,1408.709248,Cash,Completed,1029.29
TX000215,SHP077471,22:23.9,2590.744662,1434.78854,Cash,Completed,1155.96
TX000216,SHP097525,08:17.4,1914.103311,298.5572212,Bank Transfer,Completed,1615.55
TX000217,SHP015326,25:06.6,948.3783305,1047.502106,Bank Transfer,Completed,-99.12
TX000218,SHP013638,59:41.1,2910.982334,227.9046402,Credit Card,Completed,2683.08
TX000219,SHP073071,43:24.7,457.1763509,267.3371338,Bank Transfer,Completed,189.84
TX000220,SHP055592,36:40.5,169.6150941,1180.529671,Credit Card,Completed,-1010.91
TX000221,SHP074272,58:21.7,1110.543589,440.7422376,Bank Transfer,Completed,669.8
TX000222,SHP073679,44:21.2,2387.662503,798.3616954,Bank Transfer,Completed,1589.3
TX000223,SHP086704,44:00.4,1311.2445,1816.791124,Bank Transfer,Completed,-505.55
TX000224,SHP088154,02:22.1,2686.460124,1012.863877,Credit Card,Pending,1673.6
TX000225,SHP083631,57:44.8,1526.53152,449.1052164,Cash,Completed,1077.43
TX000226,SHP079006,00:51.0,2515.575037,1980.180724,Cash,Pending,535.39
TX000227,SHP057472,44:54.1,510.3775105,1055.887129,Cash,Completed,-545.51
TX000228,SHP057102,48:08.0,2956.570557,1892.806492,Credit Card,Completed,1063.76
TX000229,SHP054322,59:36.2,735.3099915,1447.237544,Bank Transfer,Pending,-711.93
TX000230,SHP066494,56:33.4,2988.829823,469.4257086,Bank Transfer,Pending,2519.4
TX000231,SHP065561,55:17.2,512.1194447,699.3407341,Bank Transfer,Completed,-187.22
TX000232,SHP069945,50:05.8,2508.956239,1914.806989,Bank Transfer,Completed,594.15
TX000233,SHP049963,08:11.4,1471.819149,155.7893798,Bank Transfer,Completed,1316.03
TX000234,SHP078754,30:38.8,628.0366153,1184.210469,Bank Transfer,Completed,-556.17
TX000235,SHP041123,38:21.5,2344.332682,932.0283133,Credit Card,Pending,1412.3
TX000236,SHP098351,46:56.4,2724.128738,1449.149477,Cash,Completed,1274.98
TX000237,SHP053904,14:37.9,1980.080867,1905.850374,Cash,Completed,74.23
TX000238,SHP002543,39:58.7,2676.808899,899.0081997,Bank Transfer,Completed,1777.8
TX000239,SHP046830,07:32.1,2836.375971,1419.762512,Credit Card,Completed,1416.61
TX000240,SHP024864,50:37.1,2826.194026,643.6095532,Credit Card,Completed,2182.58
TX000241,SHP067235,09:51.4,698.8896638,1412.086854,Credit Card,Pending,-713.2
TX000242,SHP097304,38:31.7,1967.445842,86.87230468,Bank Transfer,Failed,1880.57
TX000243,SHP061091,48:12.9,2126.03684,1156.474482,Bank Transfer,Completed,969.56
TX000244,SHP078745,48:25.6,2921.474331,1424.787046,Cash,Pending,1496.69
TX000245,SHP077745,15:15.4,596.9142204,655.4364822,Bank Transfer,Completed,-58.52
TX000246,SHP011433,10:19.2,1695.177134,1366.240897,Credit Card,Completed,328.94
TX000247,SHP071791,24:03.7,2035.9331,1092.709841,Bank Transfer,Pending,943.22
TX000248,SHP042365,23:12.2,1753.012111,1189.866095,Credit Card,Completed,563.15
TX000249,SHP073335,03:27.2,345.2902204,963.6030339,Bank Transfer,Completed,-618.31
TX000250,SHP029913,54:25.9,2868.656845,1128.180386,Bank Transfer,Completed,1740.48
TX000251,SHP039165,36:23.1,2591.957701,226.0044928,Credit Card,Completed,2365.95
TX000252,SHP060889,28:24.6,2910.289302,1143.879433,Bank Transfer,Completed,1766.41
TX000253,SHP089483,47:15.2,915.6625743,654.4507564,Credit Card,Completed,261.21
TX000254,SHP055405,13:33.6,1127.047206,1497.962244,Cash,Completed,-370.92
TX000255,SHP061004,03:14.6,2071.402611,884.165199,Bank Transfer,Completed,1187.24
TX000256,SHP089270,00:29.7,2541.900182,864.9880272,Cash,Completed,1676.91
TX000257,SHP002587,40:46.6,845.7272299,510.3693413,Bank Transfer,Completed,335.36
TX000258,SHP015140,52:40.9,2107.377064,932.5617336,Cash,Completed,1174.82
TX000259,SHP078947,14:45.5,2933.506539,807.9287212,Bank Transfer,Completed,2125.58
TX000260,SHP065489,21:17.1,2630.694411,1149.355684,Bank Transfer,Failed,1481.34
TX000261,SHP068291,48:06.8,791.7621033,134.1846083,Bank Transfer,Completed,657.58
TX000262,SHP096021,09:35.2,1921.160636,309.2527778,Cash,Completed,1611.91
TX000263,SHP065688,18:35.5,2051.791078,522.3644515,Credit Card,Completed,1529.43
TX000264,SHP004910,43:17.0,1877.701163,1387.190638,Credit Card,Completed,490.51
TX000265,SHP046800,59:12.2,2141.982869,1364.049047,Bank Transfer,Completed,777.93
TX000266,SHP005799,03:23.5,778.8893318,883.9997726,Cash,Completed,-105.11
TX000267,SHP086617,45:03.7,1710.633364,847.179857,Bank Transfer,Completed,863.45
TX000268,SHP023321,57:03.0,2291.211198,1889.349271,Bank Transfer,Completed,401.86
TX000269,SHP090147,44:00.5,322.7586447,1981.885232,Credit Card,Completed,-1659.13
TX000270,SHP054894,33:49.4,489.8141786,1105.867867,Bank Transfer,Completed,-616.05
TX000271,SHP097620,25:17.9,1861.673936,991.645408,Bank Transfer,Completed,870.03
TX000272,SHP007629,58:35.8,232.0327375,1239.282228,Bank Transfer,Completed,-1007.25
TX000273,SHP014885,50:58.9,679.8673692,1251.511152,Credit Card,Pending,-571.64
TX000274,SHP050257,22:55.0,1492.102255,609.6296309,Bank Transfer,Completed,882.47
TX000275,SHP080926,24:29.2,768.6156503,52.73198214,Credit Card,Pending,715.88
TX000276,SHP040560,54:20.6,354.6245126,1763.828218,Cash,Pending,-1409.2
TX000277,SHP002966,20:51.2,2674.018792,347.1595746,Cash,Completed,2326.86
TX000278,SHP099383,30:30.5,1328.792172,1388.378632,Cash,Completed,-59.59
TX000279,SHP091164,10:22.2,1957.439911,709.2153923,Bank Transfer,Completed,1248.22
TX000280,SHP031333,43:32.5,638.0156159,1779.581467,Credit Card,Completed,-1141.57
TX000281,SHP018759,05:33.7,631.5820607,1434.299978,Bank Transfer,Completed,-802.72
TX000282,SHP086498,58:48.7,475.9628028,435.3407038,Bank Transfer,Completed,40.62
TX000283,SHP037734,20:14.9,1677.048436,1141.412389,Credit Card,Pending,535.64
TX000284,SHP001738,50:09.3,1627.413358,1274.059184,Cash,Completed,353.35
TX000285,SHP059019,38:37.6,771.8154724,1169.559418,Bank Transfer,Completed,-397.74
TX000286,SHP012650,50:47.2,2734.598765,108.0461574,Bank Transfer,Completed,2626.55
TX000287,SHP051309,41:29.6,1200.903928,1400.245855,Credit Card,Completed,-199.34
TX000288,SHP015301,57:19.7,1931.433815,1869.173548,Bank Transfer,Completed,62.26
TX000289,SHP000825,49:04.3,2978.885799,1355.917009,Bank Transfer,Failed,1622.97
TX000290,SHP067350,28:14.0,446.3407251,534.798575,Bank Transfer,Pending,-88.46
TX000291,SHP010707,50:44.6,1725.963002,1758.514909,Cash,Completed,-32.55
TX000292,SHP020832,07:02.6,415.01916,1398.979852,Bank Transfer,Completed,-983.96
TX000293,SHP014388,54:54.2,2132.45212,1044.439473,Cash,Pending,1088.01
TX000294,SHP018818,45:08.2,1050.467767,1923.603524,Cash,Completed,-873.14
TX000295,SHP029625,05:11.3,1214.818339,1730.614277,Credit Card,Completed,-515.8
TX000296,SHP058030,22:38.4,536.7958067,984.7348121,Bank Transfer,Completed,-447.94
TX000297,SHP024432,05:16.3,480.2888344,1962.937431,Bank Transfer,Completed,-1482.65
TX000298,SHP082309,38:21.6,2375.632726,624.2459527,Bank Transfer,Completed,1751.39
TX000299,SHP016603,49:48.8,362.57666,1337.954594,Bank Transfer,Completed,-975.38
TX000300,SHP047032,25:03.8,2932.04173,407.4741084,Credit Card,Failed,2524.57
TX000301,SHP051980,04:05.9,921.0254446,121.4167266,Bank Transfer,Pending,799.61
TX000302,SHP039879,30:38.9,2331.565951,372.6049101,Credit Card,Failed,1958.96
TX000303,SHP063769,58:00.6,2724.530674,1794.867856,Cash,Completed,929.66
TX000304,SHP024832,14:33.9,1673.589502,583.6081284,Cash,Completed,1089.98
TX000305,SHP039854,07:11.6,860.0165587,479.8323798,Bank Transfer,Failed,380.18
TX000306,SHP046579,29:15.0,482.0710667,1482.313405,Bank Transfer,Completed,-1000.24
TX000307,SHP030206,27:41.1,507.3206455,1499.051637,Bank Transfer,Completed,-991.73
TX000308,SHP088802,25:46.1,2856.354039,437.9919042,Credit Card,Completed,2418.36
TX000309,SHP002875,04:53.2,1964.923445,1142.550337,Cash,Completed,822.37
TX000310,SHP087856,21:11.8,1612.772168,819.9925317,Bank Transfer,Completed,792.78
TX000311,SHP021466,15:51.6,1352.741971,221.6194165,Bank Transfer,Completed,1131.12
TX000312,SHP011081,54:21.3,801.2634,299.2182347,Cash,Completed,502.05
TX000313,SHP004660,16:09.3,553.492053,905.9779108,Bank Transfer,Completed,-352.49
TX000314,SHP044566,26:29.8,1277.6574,1057.248969,Bank Transfer,Completed,220.41
