order_id,customer_id,warehouse_id,order_date,status,total_value_usd,expected_delivery,actual_delivery
ORD000026,CUS04434,W029,0:18:05,Delivered,894.0404668,0:15:49,0:11:56
ORD000027,CUS02870,W029,0:45:38,Pending,827.2759233,0:00:04,0:01:43
ORD000028,CUS00957,W013,0:46:36,Delivered,1571.683938,0:23:57,0:54:27
ORD000029,CUS08353,W036,0:30:33,Delivered,875.9420724,0:11:10,0:16:55
ORD000030,CUS05700,W027,0:11:02,Shipped,1279.971708,0:35:39,0:37:59
ORD000031,CUS06945,W047,0:23:15,Shipped,1303.915469,0:40:02,0:27:15
ORD000032,CUS04494,W049,0:02:32,Shipped,809.4742998,0:20:53,0:39:48
ORD000033,CUS09493,W044,0:49:27,Shipped,185.2549495,0:51:49,0:33:57
ORD000034,CUS04912,W006,0:50:41,Cancelled,215.0223348,0:49:00,0:25:29
ORD000035,CUS03988,W039,0:23:59,Shipped,1720.26916,0:18:04,0:55:40
ORD000036,CUS09720,W032,0:54:49,Shipped,459.0836042,0:22:39,0:27:52
ORD000037,CUS06016,W049,0:06:02,Shipped,1538.045043,0:56:19,0:37:18
ORD000038,CUS01219,W043,0:32:35,Processing,302.8255827,0:41:16,0:00:20
ORD000039,CUS04497,W044,0:28:04,Delivered,1890.356531,0:41:25,0:42:47
ORD000040,CUS04736,W028,0:57:15,Processing,260.5017667,0:20:17,0:26:38
ORD000041,CUS04556,W045,0:29:56,Delivered,68.25404749,0:15:54,0:31:33
ORD000042,CUS09147,W001,0:22:09,Shipped,1520.936789,0:09:30,0:20:44
ORD000043,CUS08051,W050,0:36:25,Delivered,1773.786694,0:35:08,0:13:03
ORD000044,CUS03447,W043,0:01:07,Delivered,818.9148145,0:30:53,0:23:07
ORD000045,CUS01046,W031,0:39:20,Processing,105.8238527,0:24:36,0:17:21
ORD000046,CUS06894,W030,0:37:04,Cancelled,1725.960616,0:29:10,0:22:32
ORD000047,CUS01694,W018,0:11:57,Processing,714.424637,0:18:58,0:07:42
ORD000048,CUS03437,W029,0:07:44,Shipped,1908.978826,0:13:41,0:08:03
ORD000049,CUS08755,W042,0:03:29,Delivered,1600.396778,0:00:43,0:25:49
ORD000050,CUS05896,W038,0:32:53,Shipped,1194.071251,0:16:11,0:04:24
ORD000051,CUS03355,W023,0:45:07,Shipped,1421.777768,0:39:07,0:39:09
ORD000052,CUS00226,W022,0:33:20,Cancelled,1277.600213,0:57:17,0:30:27
ORD000053,CUS04894,W002,0:54:44,Processing,1446.662783,0:41:33,0:53:01
ORD000054,CUS07023,W005,0:50:23,Delivered,1071.625282,0:17:48,0:09:12
ORD000055,CUS09152,W042,0:20:27,Delivered,1201.493578,0:22:57,0:35:05
ORD000056,CUS05601,W015,0:45:01,Delivered,983.6907184,0:26:48,0:28:37
ORD000057,CUS07997,W032,0:02:27,Processing,783.4455295,0:35:46,0:42:45
ORD000058,CUS09008,W046,0:26:31,Processing,109.1324121,0:38:10,0:12:27
ORD000059,CUS07684,W006,0:57:21,Delivered,259.2190432,0:38:04,0:36:39
ORD000060,CUS04643,W014,0:52:54,Delivered,254.2113874,0:45:01,0:55:47
ORD000061,CUS07680,W024,0:52:25,Delivered,986.431433,0:13:22,0:42:37
ORD000062,CUS08209,W021,0:19:24,Processing,1590.441249,0:30:26,0:39:55
ORD000063,CUS07340,W014,0:10:39,Shipped,1393.505752,0:03:42,0:44:45
ORD000064,CUS09436,W012,0:07:03,Processing,453.5612876,0:06:34,0:33:39
ORD000065,CUS02206,W004,0:22:14,Delivered,1532.872152,0:26:33,0:42:30
ORD000066,CUS01070,W044,0:45:46,Delivered,1769.206241,0:08:15,0:24:28
ORD000067,CUS03445,W021,0:30:06,Delivered,801.1019228,0:53:23,0:46:46
ORD000068,CUS01061,W017,0:38:04,Processing,1272.119411,0:09:16,0:10:03
ORD000069,CUS02328,W029,0:38:45,Delivered,1162.595769,0:55:44,0:21:40
ORD000070,CUS03421,W016,0:59:57,Shipped,1845.86783,0:48:32,0:46:07
ORD000071,CUS00302,W018,0:09:30,Processing,1645.719252,0:15:25,0:36:55
ORD000072,CUS00607,W038,0:27:11,Delivered,262.2412177,0:34:56,0:59:17
ORD000073,CUS03171,W041,0:26:34,Pending,1997.683659,0:42:49,0:02:39
ORD000074,CUS00700,W044,0:34:23,Shipped,1813.821319,0:24:47,0:19:51
ORD000075,CUS05089,W011,0:15:57,Cancelled,211.2123771,0:36:00,0:44:08
ORD000076,CUS09332,W032,0:52:11,Shipped,1941.735338,0:42:00,0:00:33
ORD000077,CUS00191,W028,0:39:56,Delivered,139.051305,0:48:06,0:20:11
ORD000078,CUS00981,W016,0:08:56,Delivered,1600.242744,0:52:47,0:44:39
ORD000079,CUS02976,W034,0:00:38,Processing,1255.929304,0:08:58,0:14:52
ORD000080,CUS06103,W050,0:55:32,Delivered,923.0656086,0:09:48,0:46:52
ORD000081,CUS01185,W030,0:12:18,Shipped,287.7556332,0:46:12,0:06:34
ORD000082,CUS03328,W038,0:45:33,Pending,872.8914724,0:58:23,0:22:48
ORD000083,CUS03395,W022,0:05:49,Processing,657.5958434,0:27:11,0:53:24
ORD000084,CUS08320,W005,0:40:35,Processing,1838.9822,0:53:37,0:50:09
ORD000085,CUS01817,W009,0:55:50,Delivered,994.207772,0:29:07,0:29:41
ORD000086,CUS05855,W013,0:21:26,Processing,763.4944571,0:46:02,0:37:57
ORD000087,CUS06710,W039,0:02:00,Shipped,995.2034956,0:53:27,0:29:27
ORD000088,CUS00570,W023,0:48:00,Processing,1229.785383,0:39:40,0:12:18
ORD000089,CUS05443,W027,0:21:11,Pending,1554.982364,0:54:03,0:21:37
ORD000090,CUS01896,W032,0:08:19,Cancelled,579.4136749,0:26:46,0:19:23
ORD000091,CUS02734,W031,0:54:54,Shipped,593.1632444,0:20:57,0:37:46
ORD000092,CUS03864,W033,0:58:19,Shipped,1842.995112,0:02:43,0:34:35
ORD000093,CUS07456,W042,0:23:51,Pending,899.4135198,0:03:26,0:50:22
ORD000094,CUS04015,W026,0:11:48,Processing,890.0059974,0:36:57,0:47:20
ORD000095,CUS01687,W018,0:52:37,Shipped,1567.375199,0:11:54,0:58:16
ORD000096,CUS03010,W012,0:33:10,Shipped,517.0140601,0:26:28,0:53:09
ORD000097,CUS07807,W003,0:36:34,Delivered,403.2759728,0:46:43,0:44:45
ORD000098,CUS00155,W005,0:36:14,Shipped,1648.294083,0:59:05,0:03:54
ORD000099,CUS01410,W014,0:01:28,Shipped,865.0466731,0:03:08,0:04:47
ORD000100,CUS00785,W047,0:03:41,Delivered,1190.478793,0:27:53,0:02:05
ORD000101,CUS08097,W012,0:00:41,Delivered,194.5139134,0:59:22,0:59:50
ORD000102,CUS07561,W004,0:54:41,Delivered,1004.257312,0:17:10,0:17:36
ORD000103,CUS07344,W016,0:40:05,Delivered,675.0685535,0:27:02,0:56:14
ORD000104,CUS07207,W011,0:39:59,Delivered,998.7817007,0:31:13,0:44:23
ORD000105,CUS05597,W036,0:30:53,Delivered,1320.728617,0:04:37,0:02:40
ORD000106,CUS05802,W038,0:59:11,Delivered,413.9455325,0:26:18,0:29:26
ORD000107,CUS02807,W048,0:36:24,Delivered,953.6774782,0:02:08,0:25:57
ORD000108,CUS00538,W002,0:43:18,Delivered,1675.047607,0:50:46,0:40:44
ORD000109,CUS05987,W013,0:41:10,Processing,689.3843967,0:43:46,0:24:41
ORD000110,CUS01842,W008,0:54:20,Pending,331.4026484,0:27:54,0:44:47
ORD000111,CUS08717,W044,0:02:11,Shipped,986.4201512,0:27:09,0:43:52
ORD000112,CUS06972,W021,0:51:20,Delivered,188.8064429,0:39:15,0:58:53
ORD000113,CUS05626,W026,0:27:12,Shipped,310.1072288,0:03:23,0:44:52
ORD000114,CUS02951,W038,0:15:56,Pending,431.4837711,0:48:44,0:47:45
ORD000115,CUS07993,W035,0:22:23,Shipped,1824.147756,0:00:46,0:52:43
ORD000116,CUS04781,W015,0:11:27,Delivered,1348.234242,0:34:54,0:02:47
ORD000117,CUS02369,W040,0:23:56,Processing,205.425812,0:01:57,0:33:48
ORD000118,CUS06656,W030,0:19:36,Pending,575.3007921,0:34:23,0:45:13
ORD000119,CUS08174,W002,0:03:44,Shipped,1939.262896,0:11:42,0:01:41
ORD000120,CUS04496,W016,0:33:08,Pending,1810.729221,0:54:20,0:22:22
ORD000121,CUS09164,W013,0:14:05,Pending,76.67762398,0:08:06,0:42:54
ORD000122,CUS06003,W001,0:25:06,Delivered,628.2506315,0:24:47,0:33:55
ORD000123,CUS06615,W043,0:51:59,Shipped,1435.15224,0:19:18,0:46:27
ORD000124,CUS09359,W028,0:00:08,Pending,964.2008391,0:21:43,0:26:54
ORD000125,CUS05920,W001,0:48:50,Shipped,1470.870221,0:06:10,0:31:45
ORD000126,CUS00854,W040,0:37:36,Pending,1936.092704,0:13:24,0:48:28
ORD000127,CUS04147,W034,0:43:50,Shipped,449.6243577,0:55:31,0:49:30
ORD000128,CUS03770,W013,0:06:27,Processing,543.51032,0:21:58,0:48:22
ORD000129,CUS00575,W002,0:49:25,Shipped,1763.838641,0:17:47,0:09:32
ORD000130,CUS01149,W004,0:59:39,Pending,53.26387914,0:20:03,0:10:09
ORD000131,CUS06294,W025,0:58:07,Cancelled,926.0908687,0:33:43,0:53:52
ORD000132,CUS06458,W034,0:02:16,Processing,642.4609435,0:55:13,0:37:47
ORD000133,CUS07510,W013,0:23:04,Cancelled,1732.29399,0:32:19,0:29:48
ORD000134,CUS09908,W036,0:30:14,Shipped,852.9979053,0:57:22,0:59:24
ORD000135,CUS04778,W032,0:10:24,Pending,992.1425921,0:40:22,0:45:52
ORD000136,CUS03855,W021,0:56:48,Delivered,1417.471529,0:02:30,0:58:30
ORD000137,CUS02492,W026,0:50:30,Shipped,883.897596,0:31:27,0:33:22
ORD000138,CUS03125,W015,0:10:57,Processing,636.2056546,0:54:20,0:33:45
ORD000139,CUS05692,W029,0:32:21,Processing,751.6782653,0:07:50,0:40:10
ORD000140,CUS03052,W026,0:24:29,Processing,1742.472506,0:08:28,0:49:37
ORD000141,CUS00005,W021,0:49:47,Delivered,753.411018,0:51:14,0:33:41
ORD000142,CUS05223,W012,0:06:02,Cancelled,1779.897415,0:26:51,0:40:30
ORD000143,CUS05316,W012,0:38:53,Processing,416.6101666,0:23:08,0:03:44
ORD000144,CUS04870,W005,0:06:00,Processing,1967.11876,0:08:10,0:15:43
ORD000145,CUS00877,W042,0:42:43,Cancelled,1778.387717,0:24:53,0:05:55
ORD000146,CUS09184,W026,0:32:54,Processing,1746.460378,0:09:20,0:30:36
ORD000147,CUS07028,W032,0:30:59,Processing,1359.006105,0:10:31,0:26:24
ORD000148,CUS04143,W002,0:04:54,Cancelled,1155.889155,0:47:40,0:46:19
ORD000149,CUS06967,W008,0:28:02,Delivered,110.5751956,0:27:20,0:47:12
ORD000150,CUS07080,W027,0:14:12,Shipped,749.4932571,0:53:52,0:45:46
ORD000151,CUS07988,W037,0:26:02,Processing,121.8468856,0:28:58,0:24:03
ORD000152,CUS06800,W008,0:23:26,Shipped,859.4664189,0:01:00,0:13:54
ORD000153,CUS04466,W024,0:57:36,Shipped,391.6846587,0:15:15,0:25:39
ORD000154,CUS00636,W013,0:21:34,Pending,341.5118164,0:15:51,0:13:18
ORD000155,CUS01694,W029,0:25:48,Pending,1622.890891,0:56:04,0:05:45
ORD000156,CUS09875,W013,0:07:28,Shipped,685.3386934,0:12:24,0:06:30
ORD000157,CUS04753,W023,0:57:08,Processing,868.4614935,0:05:55,0:02:33
ORD000158,CUS08312,W047,0:20:36,Delivered,1902.492306,0:02:36,0:43:31
ORD000159,CUS00831,W015,0:20:53,Delivered,413.4160402,0:10:02,0:39:52
ORD000160,CUS05178,W024,0:09:53,Cancelled,1106.607914,0:49:53,0:31:29
ORD000161,CUS09562,W043,0:20:18,Delivered,1948.479347,0:30:47,0:11:57
ORD000162,CUS08933,W023,0:20:25,Shipped,1989.278777,0:01:47,0:14:04
ORD000163,CUS08309,W010,0:44:10,Delivered,181.4330302,0:40:12,0:35:33
ORD000164,CUS05950,W038,0:18:22,Shipped,330.5752089,0:00:22,0:50:31
ORD000165,CUS02839,W005,0:03:06,Shipped,1868.146344,0:45:26,0:59:25
ORD000166,CUS01151,W005,0:47:35,Shipped,1784.035102,0:49:04,0:41:08
ORD000167,CUS07561,W031,0:02:00,Delivered,497.9466511,0:14:54,0:33:58
ORD000168,CUS01932,W040,0:00:23,Shipped,1636.593837,0:25:59,0:49:02
ORD000169,CUS09205,W001,0:57:51,Delivered,1305.240313,0:13:04,0:05:33
ORD000170,CUS01665,W002,0:18:53,Processing,757.1318815,0:26:38,0:36:42
ORD000171,CUS01082,W049,0:30:08,Shipped,351.6317861,0:56:43,0:32:00
ORD000172,CUS00513,W029,0:32:45,Delivered,732.3341915,0:51:43,0:38:50
ORD000173,CUS07806,W007,0:48:52,Delivered,1193.017409,0:15:40,0:36:45
ORD000174,CUS05238,W029,0:40:44,Delivered,697.0337956,0:01:09,0:28:04
ORD000175,CUS00560,W009,0:23:06,Shipped,1546.420595,0:16:55,0:08:50
ORD000176,CUS03673,W036,0:47:17,Shipped,966.1968168,0:37:50,0:26:53
ORD000177,CUS07405,W007,0:52:02,Processing,517.9065658,0:19:33,0:04:31
ORD000178,CUS03344,W028,0:26:45,Delivered,1800.518167,0:00:51,0:46:26
ORD000179,CUS04071,W010,0:37:33,Shipped,716.8909102,0:51:17,0:00:05
ORD000180,CUS09663,W016,0:20:37,Delivered,65.02046238,0:27:32,0:07:48
ORD000181,CUS00581,W010,0:34:55,Shipped,1598.585673,0:47:48,0:20:45
ORD000182,CUS07005,W039,0:18:04,Delivered,295.5359714,0:41:16,0:50:22
ORD000183,CUS08131,W026,0:15:24,Delivered,1878.44021,0:00:28,0:19:36
ORD000184,CUS03148,W034,0:07:15,Shipped,144.2427269,0:00:55,0:51:01
ORD000185,CUS04250,W034,0:48:24,Pending,832.5396569,0:49:40,0:07:05
ORD000186,CUS01680,W040,0:05:35,Processing,1346.246561,0:54:54,0:27:05
ORD000187,CUS03507,W014,0:56:24,Delivered,235.8243277,0:30:11,0:09:02
ORD000188,CUS07254,W018,0:05:09,Shipped,1723.385555,0:06:40,0:43:58
ORD000189,CUS02745,W001,0:21:57,Pending,1683.86911,0:42:48,0:53:23
ORD000190,CUS09436,W017,0:07:07,Delivered,1720.080432,0:07:38,0:43:47
ORD000191,CUS05189,W049,0:02:03,Shipped,621.4311638,0:31:40,0:39:00
ORD000192,CUS02142,W022,0:58:10,Pending,207.7380688,0:19:36,0:10:06
ORD000193,CUS06618,W037,0:03:31,Pending,1627.305672,0:26:39,0:41:44
ORD000194,CUS02480,W016,0:22:07,Pending,1767.335325,0:53:08,0:14:58
ORD000195,CUS06485,W007,0:11:32,Cancelled,686.0918498,0:19:07,0:32:34
ORD000196,CUS09828,W015,0:05:39,Processing,1176.405511,0:01:59,0:26:37
ORD000197,CUS07422,W021,0:49:55,Delivered,1548.230088,0:03:29,0:13:54
ORD000198,CUS09950,W002,0:19:01,Processing,1525.316817,0:10:04,0:38:53
ORD000199,CUS04453,W048,0:47:18,Processing,372.2758362,0:28:09,0:06:24
ORD000200,CUS05882,W025,0:17:07,Pending,903.2235403,0:08:35,0:35:47
ORD000201,CUS06666,W009,0:44:52,Delivered,81.03978423,0:14:02,0:53:15
ORD000202,CUS02850,W020,0:12:30,Cancelled,1219.53841,0:35:12,0:14:06
ORD000203,CUS07391,W050,0:57:22,Shipped,362.3797506,0:39:26,0:08:34
ORD000204,CUS06906,W010,0:42:51,Processing,1859.417402,0:02:31,0:39:24
ORD000205,CUS02490,W021,0:19:11,Processing,600.4973337,0:56:22,0:25:43
ORD000206,CUS09824,W004,0:13:00,Processing,964.5688938,0:12:07,0:44:18
ORD000207,CUS09208,W030,0:24:07,Shipped,548.1919883,0:08:42,0:06:54
ORD000208,CUS09541,W034,0:29:12,Delivered,1051.416768,0:43:03,0:29:54
ORD000209,CUS04612,W030,0:23:18,Delivered,697.0662305,0:20:30,0:19:25
ORD000210,CUS02840,W014,0:06:53,Shipped,1249.288015,0:49:37,0:24:36
ORD000211,CUS08528,W022,0:09:48,Shipped,1777.680465,0:53:56,0:38:46
ORD000212,CUS05879,W001,0:21:49,Shipped,1630.832967,0:12:58,0:30:07
ORD000213,CUS09088,W008,0:19:37,Shipped,727.2827017,0:52:01,0:35:09
ORD000214,CUS06304,W011,0:05:49,Delivered,359.4456215,0:08:12,0:34:09
ORD000215,CUS00852,W001,0:48:54,Delivered,1182.512468,0:00:38,0:17:52
ORD000216,CUS01688,W005,0:52:58,Delivered,156.3467868,0:22:39,0:54:41
ORD000217,CUS06834,W045,0:18:55,Processing,1216.95416,0:00:13,0:34:39
ORD000218,CUS02428,W049,0:14:45,Shipped,954.0627867,0:24:20,0:21:42
ORD000219,CUS09761,W010,0:52:42,Shipped,762.5139146,0:34:57,0:08:03
ORD000220,CUS04001,W039,0:09:32,Shipped,367.7662379,0:55:20,0:39:34
ORD000221,CUS05053,W013,0:24:07,Shipped,1524.07711,0:30:33,0:05:39
ORD000222,CUS02739,W021,0:47:16,Processing,1934.918439,0:53:05,0:38:25
ORD000223,CUS05733,W036,0:16:36,Delivered,371.2848589,0:37:33,0:38:14
ORD000224,CUS05388,W045,0:16:12,Pending,779.4555596,0:55:51,0:25:21
ORD000225,CUS08003,W033,0:05:03,Shipped,492.1862616,0:00:32,0:25:13
ORD000226,CUS05537,W043,0:03:52,Delivered,1994.651515,0:33:23,0:10:54
ORD000227,CUS03914,W028,0:15:03,Delivered,1941.137026,0:33:52,0:08:15
ORD000228,CUS01067,W009,0:28:54,Delivered,392.2342263,0:33:11,0:11:49
ORD000229,CUS07724,W045,0:49:26,Shipped,564.0927144,0:40:58,0:04:55
ORD000230,CUS04381,W011,0:49:39,Shipped,290.8008296,0:06:24,0:15:17
ORD000231,CUS04108,W040,0:12:27,Delivered,1277.194312,0:02:57,0:47:55
ORD000232,CUS05727,W029,0:32:00,Delivered,850.6797203,0:00:07,0:21:11
ORD000233,CUS03374,W007,0:44:26,Shipped,1863.915768,0:57:26,0:12:27
ORD000234,CUS08946,W027,0:17:01,Delivered,691.70089,0:59:49,0:27:49
ORD000235,CUS02083,W022,0:45:36,Shipped,975.3596469,0:28:24,0:44:37
ORD000236,CUS08968,W031,0:44:45,Shipped,1540.721783,0:26:31,0:48:09
ORD000237,CUS06749,W030,0:21:07,Pending,593.8500418,0:58:57,0:26:41
ORD000238,CUS09818,W028,0:16:09,Processing,203.7899171,0:44:48,0:43:55
ORD000239,CUS00418,W020,0:01:41,Shipped,1040.461208,0:41:08,0:15:33
ORD000240,CUS08307,W015,0:15:32,Delivered,1083.465528,0:42:12,0:59:17
ORD000241,CUS08809,W015,0:11:29,Shipped,1472.979245,0:19:06,0:35:14
ORD000242,CUS03975,W012,0:06:41,Delivered,1172.596481,0:22:15,0:44:37
ORD000243,CUS03268,W017,0:55:03,Shipped,1545.112598,0:02:49,0:49:42
ORD000244,CUS00826,W023,0:02:19,Shipped,1814.295745,0:27:56,0:52:16
ORD000245,CUS07669,W006,0:33:16,Shipped,1475.195993,0:40:21,0:40:04
ORD000246,CUS05746,W045,0:52:42,Delivered,1627.700607,0:20:05,0:47:55
ORD000247,CUS09709,W016,0:32:35,Shipped,422.8003766,0:21:38,0:07:15
ORD000248,CUS00413,W027,0:27:05,Delivered,399.8463502,0:10:10,0:33:18
ORD000249,CUS07544,W023,0:35:33,Shipped,810.020776,0:12:37,0:38:11
ORD000250,CUS07588,W001,0:50:45,Shipped,295.0729279,0:23:58,0:09:44
ORD000251,CUS00729,W045,0:12:36,Shipped,1080.766279,0:18:01,0:01:14
ORD000252,CUS07165,W007,0:26:23,Processing,1216.324747,0:04:37,0:18:36
ORD000253,CUS08868,W045,0:04:02,Processing,632.7960878,0:00:24,0:16:05
ORD000254,CUS05989,W039,0:50:09,Processing,1990.438241,0:31:50,0:42:58
ORD000255,CUS02505,W040,0:48:28,Processing,1578.179475,0:45:55,0:09:32
ORD000256,CUS02968,W050,0:15:40,Delivered,1537.654161,0:36:07,0:22:21
ORD000257,CUS02787,W049,0:45:47,Delivered,1303.842813,0:37:34,0:39:56
ORD000258,CUS01123,W048,0:48:14,Delivered,496.8482239,0:11:53,0:11:37
ORD000259,CUS04080,W049,0:51:01,Delivered,441.6876462,0:59:53,0:09:32
ORD000260,CUS01572,W040,0:55:50,Shipped,367.025419,0:28:48,0:40:02
ORD000261,CUS05074,W039,0:25:22,Shipped,1578.491852,0:32:18,0:42:30
ORD000262,CUS05105,W018,0:52:49,Processing,747.0625535,0:26:11,0:59:23
ORD000263,CUS02144,W036,0:24:37,Processing,465.865447,0:43:38,0:34:21
ORD000264,CUS09880,W022,0:31:14,Delivered,1811.725768,0:20:43,0:43:23
ORD000265,CUS06807,W002,0:53:47,Shipped,1650.617488,0:32:11,0:27:59
ORD000266,CUS07358,W048,0:22:56,Shipped,99.35283399,0:44:00,0:57:11
ORD000267,CUS03441,W026,0:51:39,Delivered,599.8070661,0:28:23,0:45:33
ORD000268,CUS03767,W050,0:10:41,Processing,875.2738292,0:05:47,0:03:03
ORD000269,CUS05645,W032,0:02:31,Delivered,467.3948086,0:07:01,0:24:43
ORD000270,CUS02915,W023,0:55:00,Pending,958.8863781,0:14:24,0:50:05
ORD000271,CUS04969,W040,0:24:45,Processing,1111.000746,0:40:16,0:43:58
ORD000272,CUS05918,W046,0:12:28,Shipped,1064.24283,0:50:28,0:36:06
ORD000273,CUS08788,W018,0:56:53,Shipped,1007.526805,0:51:59,0:11:06
ORD000274,CUS00729,W019,0:51:47,Delivered,1706.724146,0:08:54,0:03:37
ORD000275,CUS01366,W024,0:32:52,Cancelled,63.51923801,0:13:57,0:10:55
ORD000276,CUS04493,W004,0:06:07,Processing,126.587397,0:42:21,0:14:14
ORD000277,CUS00699,W046,0:51:12,Pending,1752.282224,0:46:14,0:16:48
ORD000278,CUS07187,W002,0:58:23,Shipped,1571.3661,0:14:30,0:46:27
ORD000279,CUS00396,W030,0:33:23,Delivered,1488.754682,0:05:27,0:33:28
ORD000280,CUS07401,W049,0:42:51,Delivered,579.2652544,0:12:22,0:32:45
ORD000281,CUS08083,W038,0:51:34,Shipped,237.1963971,0:02:05,0:50:15
ORD000282,CUS04172,W031,0:45:11,Shipped,541.0376816,0:10:24,0:16:24
ORD000283,CUS04361,W040,0:52:16,Shipped,1845.299047,0:29:17,0:51:39
ORD000284,CUS02503,W016,0:35:58,Processing,669.1585707,0:43:12,0:43:08
ORD000285,CUS00718,W033,0:18:14,Shipped,1193.551199,0:02:55,0:51:05
ORD000286,CUS02783,W050,0:02:04,Processing,1108.505942,0:36:33,0:02:51
ORD000287,CUS04947,W003,0:14:59,Pending,134.7978097,0:37:41,0:46:12
ORD000288,CUS05487,W018,0:30:09,Delivered,1581.223899,0:46:30,0:08:48
ORD000289,CUS08336,W010,0:35:24,Processing,756.8197452,0:41:51,0:27:34
ORD000290,CUS04981,W002,0:40:53,Pending,141.0248699,0:11:52,0:45:57
ORD000291,CUS07267,W030,0:00:33,Shipped,461.5466175,0:34:43,0:18:33
ORD000292,CUS04492,W030,0:45:14,Processing,899.569343,0:34:24,0:58:28
ORD000293,CUS07193,W025,0:43:46,Shipped,1700.63461,0:20:18,0:33:02
ORD000294,CUS05589,W043,0:58:13,Cancelled,742.8447659,0:03:21,0:07:57
ORD000295,CUS07652,W024,0:39:32,Processing,1258.152559,0:28:05,0:25:15
ORD000296,CUS03637,W035,0:43:55,Shipped,1066.835349,0:07:12,0:05:13
ORD000297,CUS01168,W010,0:49:00,Shipped,741.793308,0:38:58,0:36:28
ORD000298,CUS01063,W048,0:23:59,Shipped,265.6786652,0:12:53,0:03:42
ORD000299,CUS02157,W030,0:26:01,Pending,1753.447472,0:28:29,0:48:41
ORD000300,CUS07861,W026,0:15:13,Delivered,1812.806966,0:21:15,0:20:20
ORD000301,CUS05162,W035,0:34:44,Shipped,414.4564906,0:07:50,0:29:07
ORD000302,CUS05306,W024,0:53:40,Processing,197.0821011,0:29:37,0:11:47
ORD000303,CUS06542,W020,0:58:33,Delivered,1969.267727,0:27:18,0:42:12
ORD000304,CUS04730,W039,0:32:42,Shipped,1038.340867,0:19:54,0:00:14
ORD000305,CUS09349,W049,0:50:18,Shipped,584.8604516,0:08:01,0:09:59
ORD000306,CUS07331,W040,0:30:27,Delivered,228.6765795,0:12:54,0:28:22
ORD000307,CUS05335,W035,0:08:06,Processing,1270.546966,0:52:35,0:12:26
ORD000308,CUS08925,W039,0:45:33,Delivered,1348.671718,0:21:56,0:32:25
ORD000309,CUS04331,W010,0:19:45,Pending,1734.787005,0:16:07,0:10:50
ORD000310,CUS08011,W027,0:11:11,Processing,341.609482,0:59:52,0:24:04
ORD000311,CUS06802,W015,0:05:10,Processing,1955.80497,0:09:22,0:02:06
ORD000312,CUS04847,W015,0:13:59,Delivered,1607.970091,0:44:31,0:25:08
ORD000313,CUS06732,W037,0:45:05,Delivered,1883.852798,0:47:19,0:32:03
ORD000314,CUS07242,W035,0:10:30,Cancelled,332.8858338,0:57:16,0:36:21
ORD000315,CUS00954,W003,0:21:40,Shipped,1677.87432,0:40:10,0:48:49
ORD000316,CUS02540,W029,0:49:30,Delivered,1354.91727,0:54:53,0:22:14
ORD000317,CUS07057,W004,0:04:19,Shipped,470.4986796,0:40:20,0:44:33
ORD000318,CUS01543,W047,0:39:30,Delivered,1659.705076,0:26:26,0:07:12
